,Close,Close,Volume,Volume,stock_id
,CC,CCU.SN,CC,CCU.SN,
Date,,,,,
2020-01-02,18.110000610351562,7335.0,2301000.0,13348.0, CC CCU.SN
2020-01-03,16.899999618530273,7479.7998046875,3319300.0,60246.0, CC CCU.SN
2020-01-06,17.200000762939453,7480.0,1850500.0,26030.0, CC CCU.SN
2020-01-07,17.079999923706055,7334.0,1824300.0,5589.0, CC CCU.SN
2020-01-08,17.190000534057617,7370.0,2045300.0,155050.0, CC CCU.SN
2020-01-09,16.739999771118164,7497.89990234375,2669000.0,49085.0, CC CCU.SN
2020-01-10,16.43000030517578,7800.0,3312900.0,17114.0, CC CCU.SN
2020-01-13,16.889999389648438,7640.0,2500100.0,45660.0, CC CCU.SN
2020-01-14,18.200000762939453,7590.0,5113600.0,29460.0, CC CCU.SN
2020-01-15,17.75,7450.0,1772100.0,24790.0, CC CCU.SN
2020-01-16,18.049999237060547,7500.0,1858800.0,26741.0, CC CCU.SN
2020-01-17,17.459999084472656,7450.0,2803800.0,24736.0, CC CCU.SN
2020-01-20,,7408.60009765625,,2211.0, CC CCU.SN
2020-01-21,16.65999984741211,7290.0,2320300.0,19326.0, CC CCU.SN
2020-01-22,16.239999771118164,7015.0,1939100.0,8894.0, CC CCU.SN
2020-01-23,16.18000030517578,7077.5,2884900.0,26763.0, CC CCU.SN
2020-01-24,15.59000015258789,7031.2001953125,2771000.0,1537.0, CC CCU.SN
2020-01-27,14.5600004196167,7000.0,4152300.0,20397.0, CC CCU.SN
2020-01-28,14.470000267028809,7030.0,2715000.0,25095.0, CC CCU.SN
2020-01-29,14.539999961853027,7099.0,2608600.0,4514.0, CC CCU.SN
2020-01-30,14.470000267028809,7190.0,2312000.0,12461.0, CC CCU.SN
2020-01-31,13.869999885559082,7065.0,3283000.0,109164.0, CC CCU.SN
2020-02-03,14.34000015258789,7100.2001953125,2938000.0,18153.0, CC CCU.SN
2020-02-04,14.289999961853027,7175.0,3345100.0,27592.0, CC CCU.SN
2020-02-05,14.829999923706055,7160.0,3437300.0,77374.0, CC CCU.SN
2020-02-06,14.65999984741211,7300.0,2152500.0,39396.0, CC CCU.SN
2020-02-07,14.039999961853027,7350.0,2175100.0,17403.0, CC CCU.SN
2020-02-10,14.100000381469727,7350.0,1992800.0,32602.0, CC CCU.SN
2020-02-11,14.9399995803833,7490.0,1879900.0,32108.0, CC CCU.SN
2020-02-12,15.59000015258789,7335.0,3353100.0,25190.0, CC CCU.SN
2020-02-13,15.680000305175781,7395.0,3687300.0,32696.0, CC CCU.SN
2020-02-14,19.3700008392334,7126.0,12649400.0,32493.0, CC CCU.SN
2020-02-17,,7152.5,,2100.0, CC CCU.SN
2020-02-18,18.559999465942383,7115.0,4507200.0,15800.0, CC CCU.SN
2020-02-19,19.059999465942383,6951.0,3665900.0,33008.0, CC CCU.SN
2020-02-20,19.700000762939453,7041.0,4260300.0,57959.0, CC CCU.SN
2020-02-21,19.440000534057617,6901.0,3040000.0,28888.0, CC CCU.SN
2020-02-24,18.6299991607666,6699.89990234375,3231800.0,41422.0, CC CCU.SN
2020-02-25,16.459999084472656,6617.0,4430200.0,30843.0, CC CCU.SN
2020-02-26,15.550000190734863,6530.2001953125,3826400.0,45541.0, CC CCU.SN
2020-02-27,14.130000114440918,6555.0,4842900.0,32341.0, CC CCU.SN
2020-02-28,14.859999656677246,6144.0,4242300.0,270972.0, CC CCU.SN
2020-03-02,14.430000305175781,6480.0,5094300.0,66183.0, CC CCU.SN
2020-03-03,14.59000015258789,6455.0,5444400.0,90913.0, CC CCU.SN
2020-03-04,15.050000190734863,6635.0,3323900.0,41653.0, CC CCU.SN
2020-03-05,14.970000267028809,6538.2001953125,2801900.0,85522.0, CC CCU.SN
2020-03-06,13.470000267028809,6325.0,4323500.0,58789.0, CC CCU.SN
2020-03-09,10.399999618530273,5940.0,6164500.0,74120.0, CC CCU.SN
2020-03-10,11.539999961853027,6113.7998046875,4140800.0,86412.0, CC CCU.SN
2020-03-11,10.65999984741211,5980.0,5019600.0,72441.0, CC CCU.SN
2020-03-12,9.289999961853027,5810.10009765625,4756700.0,85335.0, CC CCU.SN
2020-03-13,10.300000190734863,5840.0,4333000.0,77290.0, CC CCU.SN
2020-03-16,9.140000343322754,5400.0,3904400.0,59373.0, CC CCU.SN
2020-03-17,10.789999961853027,5429.89990234375,4662600.0,75635.0, CC CCU.SN
2020-03-18,9.670000076293945,5060.0,3606600.0,31075.0, CC CCU.SN
2020-03-19,10.180000305175781,5499.89990234375,2487200.0,21223.0, CC CCU.SN
2020-03-20,9.130000114440918,5350.0,3739100.0,501526.0, CC CCU.SN
2020-03-23,8.210000038146973,5270.0,3119500.0,54268.0, CC CCU.SN
2020-03-24,9.5600004196167,5010.0,4088900.0,82003.0, CC CCU.SN
2020-03-25,10.890000343322754,5400.0,6769000.0,187070.0, CC CCU.SN
2020-03-26,10.819999694824219,5605.0,4819600.0,49174.0, CC CCU.SN
2020-03-27,9.510000228881836,5451.0,4277300.0,51789.0, CC CCU.SN
2020-03-30,9.6899995803833,5660.0,3475400.0,47126.0, CC CCU.SN
2020-03-31,8.869999885559082,5870.10009765625,6229100.0,5000.0, CC CCU.SN
2020-04-01,7.539999961853027,5710.0,4079100.0,48087.0, CC CCU.SN
2020-04-02,7.510000228881836,5900.0,2594200.0,63096.0, CC CCU.SN
2020-04-03,7.260000228881836,5870.0,4317500.0,128282.0, CC CCU.SN
2020-04-06,8.350000381469727,6038.0,4835400.0,69287.0, CC CCU.SN
2020-04-07,8.630000114440918,6239.0,4451700.0,50933.0, CC CCU.SN
2020-04-08,9.520000457763672,5893.10009765625,3141100.0,96188.0, CC CCU.SN
2020-04-09,10.989999771118164,6410.0,4180700.0,14631.0, CC CCU.SN
2020-04-13,10.539999961853027,6431.0,3355600.0,37938.0, CC CCU.SN
2020-04-14,10.680000305175781,6550.0,3006800.0,30888.0, CC CCU.SN
2020-04-15,9.600000381469727,6399.0,2618300.0,32356.0, CC CCU.SN
2020-04-16,9.3100004196167,6765.0,2653600.0,52081.0, CC CCU.SN
2020-04-17,10.600000381469727,6650.0,4607700.0,19786.0, CC CCU.SN
2020-04-20,10.40999984741211,6135.0,2354800.0,84869.0, CC CCU.SN
2020-04-21,10.180000305175781,5998.0,2373500.0,28085.0, CC CCU.SN
2020-04-22,10.170000076293945,5999.0,1544100.0,95881.0, CC CCU.SN
2020-04-23,10.470000267028809,6000.0,1579400.0,70006.0, CC CCU.SN
2020-04-24,10.739999771118164,5750.0,1250200.0,198644.0, CC CCU.SN
2020-04-27,11.149999618530273,5850.10009765625,1848000.0,29300.0, CC CCU.SN
2020-04-28,11.3100004196167,5950.0,2020700.0,111502.0, CC CCU.SN
2020-04-29,12.460000038146973,6050.0,2871800.0,15503.0, CC CCU.SN
2020-04-30,11.729999542236328,6000.0,3023300.0,104646.0, CC CCU.SN
2020-05-01,10.930000305175781,,2597900.0,, CC CCU.SN
2020-05-04,10.90999984741211,5800.0,2438600.0,66141.0, CC CCU.SN
2020-05-05,12.180000305175781,5750.0,4062200.0,29022.0, CC CCU.SN
2020-05-06,12.319999694824219,5832.0,4044800.0,62284.0, CC CCU.SN
2020-05-07,11.609999656677246,5750.0,2871800.0,135428.0, CC CCU.SN
2020-05-08,12.90999984741211,5551.10009765625,3030200.0,95669.0, CC CCU.SN
2020-05-11,12.609999656677246,5465.0,2452700.0,75532.0, CC CCU.SN
2020-05-12,11.960000038146973,5471.0,1589900.0,127016.0, CC CCU.SN
2020-05-13,11.5,5210.0,2230600.0,66086.0, CC CCU.SN
2020-05-14,11.550000190734863,5252.0,2413400.0,75336.0, CC CCU.SN
2020-05-15,11.09000015258789,5464.0,1767200.0,99226.0, CC CCU.SN
2020-05-18,12.670000076293945,5500.0,2859700.0,74700.0, CC CCU.SN
2020-05-19,12.300000190734863,5430.0,2017000.0,40759.0, CC CCU.SN
2020-05-20,12.84000015258789,5503.0,1464200.0,23160.0, CC CCU.SN
2020-05-21,12.510000228881836,,1565100.0,, CC CCU.SN
2020-05-22,12.449999809265137,5389.0,1457200.0,188047.0, CC CCU.SN
